u_q,coolant,stator_winding,u_d,stator_tooth,motor_speed,i_d,i_q,pm,stator_yoke,ambient,torque,profile_id
-0.886074424,18.929105758666992,19.101842880249023,0.7962298393249512,18.284992218017578,-0.00058039,-1.931227803,1.059219479560852,24.476713180541992,18.319961547851562,19.85222816467285,1.0890792608261108,30
-0.826320052,18.88047218322754,19.096738815307617,0.8438896536827087,18.28540039,0.000280462,-1.949552655,1.0717929601669312,24.459692001342773,18.332565307617188,19.85196304321289,1.151202679,18
-0.945092261,18.83951759338379,19.092737197875977,0.8010491132736206,18.28534698486328,-0.001451866,-1.965535045,1.0769398212432861,24.458145141601562,18.33057403564453,19.92391586303711,1.0966111421585083,44
-0.842017174,18.80728530883789,19.09233856201172,0.8511807322502136,18.285306930541992,-0.001538621,-1.974308014,1.0845836400985718,24.467418670654297,18.32253646850586,19.903139114379883,1.1633228063583374,23
-0.961187124,18.779071807861328,19.09185791015625,0.8081907629966736,18.285280227661133,-0.003263093,-1.981452942,1.0883607864379883,24.47800064086914,18.31739616394043,19.88825035095215,1.1218205690383911,17
-0.912816584,18.773731231689453,19.09414291381836,0.833553672,18.284027099609375,0.000786953,-1.988195181,1.0877426862716675,24.483293533325195,18.310976028442383,19.87758445739746,1.1148113012313843,20
-0.916470885,18.800945281982422,19.102876663208008,0.827922523,18.284282684326172,-0.001279084,-1.99088645,1.0927542448043823,24.50847816467285,18.30895424,19.86993980407715,1.1209051609039307,15
-0.945531785,18.83547019958496,19.10789680480957,0.8117251992225647,18.284276962280273,0.001446724,-1.994657516,1.0917599201202393,24.53093719482422,18.30624008178711,19.864463806152344,1.1102606058120728,14
-0.864643574,18.84711456298828,19.10292625427246,0.8446675539016724,18.284809112548828,0.002650902,-1.995024204,1.0959969758987427,24.538719177246094,18.302207946777344,19.86054039001465,1.1721737384796143,22
-0.974432528,18.856868743896484,19.099063873291016,0.8031708598136902,18.28588867,0.00016257,-1.997702599,1.0933825969696045,24.530256271362305,18.30116844177246,19.85772705078125,1.1157753467559814,30
-0.421774149,18.885250091552734,19.098102569580078,0.6659095287322998,18.288511276245117,4.788293361663818,-2.099720001,2.0627739429473877,24.52356719970703,18.300851821899414,19.85571289,0.6384467482566833,18
5.692666053771973,18.936124801635742,19.090200424194336,-1.205160379,18.292667388916016,117.7774887084961,-3.191214561,11.296728134155273,24.52557945251465,18.303977966308594,19.85426902770996,2.6897075176239014,44
16.276485443115234,18.967649459838867,19.08249282836914,-6.805256367,18.293256759643555,333.6721496582031,-6.213004112,26.67050552368164,24.487628936767578,18.321258544921875,19.853235244750977,10.858562469482422,23
30.292930603027344,18.974653244018555,19.082378387451172,-14.66652298,18.291940689086914,630.3953247070312,-8.841184616,39.17913055419922,24.462026596069336,18.33045768737793,19.852493286132812,18.124547958374023,17
46.82078170776367,18.984926223754883,19.089004516601562,-23.74708748,18.289146423339844,984.8758544921875,-10.72475052,48.14261245727539,24.440998077392578,18.323116302490234,19.85196304321289,23.26416588,20
65.26157379,18.994495391845703,19.077804565429688,-33.4334259,18.286100387573242,1380.6849365234375,-11.98437214,54.39499282836914,24.435739517211914,18.31703758239746,19.851581573486328,26.644554138183594,15
84.11606598,18.994611740112305,19.058530807495117,-36.3999176,18.283918380737305,1806.124512,-13.85947418,51.28224182128906,24.430776596069336,18.314149856567383,19.851308822631836,23.393009185791016,14
91.33327484,18.994813919067383,19.049341201782227,-46.96298981,18.28050422668457,2252.754883,-32.17198181,54.01887512207031,24.36547088623047,18.312969207763672,19.85111427307129,26.759754180908203,22
94.83026123046875,18.975936889648438,19.052419662475586,-56.5373764,18.277015686035156,2714.523926,-52.63347244,55.179786682128906,24.285898208618164,18.315900802612305,19.850975036621094,29.104347229003906,30
95.68653106689453,18.94110679626465,19.081937789916992,-65.28024292,18.276365280151367,3187.173583984375,-73.00691986,55.308326721191406,24.26473617553711,18.314189910888672,19.850873947143555,30.66880989074707,18
94.44209289550781,18.910120010375977,19.080291748046875,-72.85375214,18.277559280395508,3662.767333984375,-92.45965576,54.71633529663086,24.372970581054688,18.3079834,19.850801467895508,32.56956481933594,44
93.56522369384766,18.874515533447266,19.053178787231445,-78.16062164,18.28554916381836,4041.967041015625,-107.0465775,54.13114547729492,24.45832061767578,18.318531036376953,19.850749969482422,37.01316452026367,23
92.98795318603516,18.846973419189453,19.063886642456055,-82.08722687,18.322242736816406,4313.600586,-117.4140244,53.78488540649414,24.38848876953125,18.33513069152832,19.85071373,40.28695297241211,17
92.54691314697266,18.823898315429688,19.151784896850586,-84.78216553,18.352115631103516,4508.188477,-124.7722549,53.489444732666016,24.40505599975586,18.355045318603516,19.85068702697754,42.57666016,20
92.40385437011719,18.79880142211914,19.268789291381836,-86.73978424,18.354576110839844,4647.597168,-130.0195007,53.298057556152344,24.35106086730957,18.368284225463867,19.85066795349121,44.24040222167969,15
92.20590973,18.78588104248047,19.328466415405273,-88.09082794,18.364187240600586,4747.486328,-133.8542023,53.12988281,24.31991958618164,18.377105712890625,19.85065460205078,45.470333099365234,14
92.09673309326172,18.79399871826172,19.36583709716797,-89.07040405,18.354745864868164,4819.052246,-136.5466309,53.017860412597656,24.372678756713867,18.403942108154297,19.850645065307617,46.26978683,22
92.01148223876953,18.818294525146484,19.408445358276367,-89.87602234,18.339622497558594,4870.331055,-138.456192,52.977725982666016,24.45685386657715,18.428401947021484,19.850637435913086,46.89150619506836,30
91.97666931152344,18.82773208618164,19.49983787536621,-90.35048676,18.368310928344727,4907.075195,-139.7649231,52.909976959228516,24.49435043334961,18.442180633544922,19.85063362121582,47.29391098022461,18
91.69170379638672,18.838125228881836,19.522172927856445,-90.84911346,18.395814895629883,4933.409668,-140.7449493,52.86047363,24.567909240722656,18.44553565979004,19.850629806518555,47.627655029296875,44
91.69003295898438,18.877582550048828,19.474287033081055,-91.24068451,18.418975830078125,4952.276367,-141.3739166,52.909278869628906,24.632112503051758,18.446313858032227,19.85062599182129,47.859588623046875,23
91.55169677734375,18.936710357666016,19.48499298095703,-91.43112946,18.484394073486328,4965.794922,-141.8997345,52.88905715942383,24.708045959472656,18.447298049926758,19.850624084472656,48.02729797363281,17
91.50399780273438,18.968761444091797,19.562297821044922,-91.54257202,18.54539680480957,4975.481445,-142.1849976,52.83537292480469,24.72052001953125,18.443952560424805,19.850624084472656,48.115848541259766,20
91.42022705078125,18.983036041259766,19.638391494750977,-91.69178009,18.610069274902344,4982.421387,-142.430954,52.83867263793945,24.72442054748535,18.44872283935547,19.850622177124023,48.204627990722656,15
91.32386779785156,18.99272918701172,19.692073822021484,-91.68550873,18.699739456176758,4987.389648,-142.6726837,52.78606033325195,24.735881805419922,18.454891204833984,19.850622177124023,48.18384552001953,14
91.21046447753906,19.007471084594727,19.737016677856445,-91.67628479,18.77998924255371,4990.947754,-142.8072662,52.726505279541016,24.746356964111328,18.458534240722656,19.850622177124023,48.34700012207031,22
91.30334473,19.02474594116211,19.76922035217285,-91.61979675,18.857229232788086,4993.492676,-143.0028687,52.71538162231445,24.85456085205078,18.46211051940918,19.85062026977539,48.404544830322266,30
91.31778717041016,19.035802841186523,19.792293548583984,-91.60912323,18.92370605,4995.330078,-143.2575378,52.74920654296875,24.896831512451172,18.461320877075195,19.85062026977539,48.50986099243164,18
91.50395965576172,19.015974044799805,19.82242202758789,-91.54717255,18.96208381652832,4996.641113,-143.3574066,52.75727844238281,24.881637573242188,18.49074363708496,19.85062026977539,48.54697036743164,44
91.63202667236328,18.96730613708496,19.874452590942383,-91.44582367,18.983749389648438,4997.576172,-143.4975891,52.756065368652344,24.887523651123047,18.52867889404297,19.85062026977539,48.53339767456055,23
